Overall Score,Country,Happiness Score,GDP per capita,Life Expectancy,Social Support,Freedom,Trust,Generosity
33,Taiwan Province of China,6.421999931,1.433626533,0.7939842343,1.384565353,0.3614665866,0.06382923573,0.2583604753
34,Spain,6.402999878,1.384397864,0.8889605999,1.532090902,0.4087812304,0.07091409713,0.1901335716
35,Qatar,6.375,1.870765686,0.7100980878,1.27429688,0.6041309834,0.4392992556,0.33047387
36,Colombia,6.356999874,1.070622325,0.5950279236,1.402182937,0.4774874151,0.04666874185,0.149014473
37,Saudi Arabia,6.343999863,1.530623555,0.5901483297,1.286677599,0.4497505724,0.2734322548,0.1476160139
38,Trinidad and Tobago,6.168000221,1.361355901,0.5199832916,1.380228519,0.518630743,0.008964816108,0.3252964616
39,Kuwait,6.105000019,1.632952452,0.6321057081,1.259698749,0.4963375926,0.2151595503,0.2282897979
40,Slovakia,6.09800005,1.325393558,0.7127329111,1.505059242,0.2958174646,0.02421085164,0.1365444809
41,Bahrain,6.086999893,1.488412261,0.6531330347,1.323110461,0.5367469192,0.2570421696,0.1726684868
42,Malaysia,6.084000111,1.29121542,0.6187844276,1.284646034,0.4022649825,0.06560070813,0.4166089296
43,Nicaragua,6.071000099,0.7372992039,0.6530959606,1.28721571,0.4475518465,0.1306879818,0.301674217
44,Ecuador,6.007999897,1.000820398,0.6856362224,1.286168814,0.4551981986,0.1401346475,0.150112465
45,El Salvador,6.002999783,0.9097844958,0.5960185528,1.182125092,0.4324525297,0.08998095989,0.07825798541
46,Poland,5.97300005,1.291787863,0.699475348,1.44571197,0.5203421116,0.05930780619,0.1584659666
47,Uzbekistan,5.971000195,0.7864410877,0.4982726276,1.54896915,0.6582486629,0.2465282232,0.4159836471
48,Italy,5.964000225,1.395066619,0.8531443477,1.444923282,0.2564507127,0.02802809142,0.1727896482
49,Russia,5.962999821,1.281778097,0.5473493338,1.469282389,0.3737831116,0.03296288103,0.05226382241
50,Belize,5.955999851,0.907975316,0.450191766,1.081417799,0.5475093722,0.09658107162,0.2400156409
51,Japan,5.920000076,1.416915178,0.9134758711,1.436337829,0.505625546,0.1637607366,0.1205727682
52,Lithuania,5.90199995,1.314582348,0.6289499402,1.473516107,0.2342317849,0.01186564285,0.01016465668
53,Algeria,5.872000217,1.091864467,0.6175846457,1.146217465,0.2333358079,0.1460961103,0.069436647
54,Latvia,5.849999905,1.260748625,0.6385669708,1.404714942,0.3257079124,0.07384272665,0.1530747861
55,South Korea,5.837999821,1.401678443,0.900214076,1.128274441,0.2579216659,0.06328266859,0.2066743672
56,Moldova,5.837999821,0.7288706303,0.5894652009,1.251825571,0.2407290488,0.01009128615,0.2087791264
57,Romania,5.824999809,1.217683911,0.6851583123,1.15009129,0.4570037425,0.004387900699,0.1335199177
58,Bolivia,5.822999954,0.833756566,0.4736302495,1.227619052,0.5587329268,0.06047772616,0.2255607247
59,Turkmenistan,5.822000027,1.130776763,0.4377260804,1.493149161,0.418271929,0.2592703402,0.2499249876
60,Kazakhstan,5.818999767,1.28455627,0.6060415506,1.384369016,0.4374542832,0.1192828864,0.2019644231
61,North Cyprus,5.809999943,1.346911311,0.8346472383,1.186303377,0.4712036252,0.1553533524,0.2668457031
62,Slovenia,5.757999897,1.341205955,0.790828228,1.452518821,0.5725758076,0.04512897879,0.2426490933
63,Peru,5.715000153,1.035225272,0.6301661134,1.218770385,0.4500028789,0.04704908654,0.1268197149
64,Mauritius,5.629000187,1.189395547,0.638007462,1.20956099,0.4912473261,0.04218155518,0.3609337509
65,Cyprus,5.620999813,1.355938077,0.8447147012,1.131363273,0.3551115394,0.0412379764,0.2712543011
66,Estonia,5.611000061,1.32087934,0.6951683164,1.4766711,0.4791314304,0.1832489222,0.0988908112
67,Belarus,5.568999767,1.15655756,0.6377142668,1.444945216,0.2954002619,0.1563138217,0.1551375091
68,Libya,5.525000095,1.101803064,0.5201690197,1.35756433,0.4657332301,0.09261021018,0.1520736665
69,Turkey,5.5,1.198274374,0.6376056075,1.337753177,0.3007405996,0.0996715799,0.04669304192
70,Paraguay,5.493000031,0.9325373173,0.5792506933,1.50728488,0.4735077918,0.09106591344,0.2241506577
71,"Hong Kong S.A.R., China",5.472000122,1.551674843,0.9430624247,1.262790918,0.4909686446,0.2939337492,0.3744657934
72,Philippines,5.429999828,0.8576992154,0.4680090547,1.253917575,0.5852146745,0.09933189303,0.1935134232
73,Serbia,5.394999981,1.069317579,0.6507846713,1.258189797,0.2087155282,0.04090378061,0.2201258838
74,Jordan,5.335999966,0.9910123944,0.6045900583,1.239088893,0.4184211493,0.1198032722,0.1721704602
75,Hungary,5.323999882,1.286011934,0.6877634525,1.343133092,0.1758635193,0.03663693741,0.07840166241
76,Jamaica,5.31099987,0.9255793095,0.6410223842,1.368218064,0.4743072391,0.05526778102,0.2338183373
77,Croatia,5.293000221,1.222556233,0.7012885213,0.9679830074,0.2557722926,0.04310311005,0.2480029762
78,Kosovo,5.278999805,0.9514843822,0.5414520502,1.137853503,0.2602879405,0.05747161806,0.3199314475
79,China,5.272999763,1.081165791,0.7414155006,1.160837412,0.472787708,0.02279427461,0.028806841
80,Pakistan,5.269000053,0.7268835306,0.4020477831,0.6726906896,0.2352152616,0.1243480667,0.3154460192
81,Indonesia,5.262000084,0.9955385923,0.4923457205,1.274444699,0.4433234632,0.01531713549,0.6117045879
82,Venezuela,5.25,1.128431201,0.617144227,1.431337595,0.1539971232,0.06449112296,0.0650196299
83,Montenegro,5.236999989,1.121129036,0.6674646735,1.238376498,0.1949890554,0.0881741941,0.1979110241
84,Morocco,5.235000134,0.8781145811,0.597710669,0.7748644352,0.4081583321,0.08776318282,0.03220995516
85,Azerbaijan,5.234000206,1.153601766,0.5407757759,1.152400255,0.3981558383,0.1809875071,0.04526934028
86,Dominican Republic,5.230000019,1.079373837,0.5748737454,1.402416706,0.5525898337,0.1139452532,0.1869678497
87,Greece,5.227000237,1.289487481,0.8101989031,1.239414573,0.09573125094,0.04328977689,0
88,Lebanon,5.224999905,1.074987531,0.7350810766,1.129624248,0.288515985,0.03751382977,0.2644507587
89,Portugal,5.195000172,1.315175295,0.7958435416,1.367043018,0.4984652996,0.01586945169,0.09510271251
90,Bosnia and Herzegovina,5.18200016,0.9824094176,0.7051863074,1.069335938,0.2044031769,0,0.3288674951
91,Honduras,5.181000233,0.7305731177,0.5825694799,1.143944979,0.3480798602,0.07334545255,0.2361888736
92,Macedonia,5.175000191,1.064577937,0.6449481845,1.207893014,0.3259059787,0.06027779356,0.2537609637
93,Somalia,5.151000023,0.02264318429,0.1139891371,0.7211513519,0.602126956,0.2824103236,0.2916313112
94,Vietnam,5.073999882,0.7885475755,0.6521689892,1.277491331,0.5710555911,0.08763323724,0.2349680513
95,Nigeria,5.073999882,0.7837562561,0.05691573024,1.215770483,0.3949525654,0.02612156607,0.2309471965
96,Tajikistan,5.040999889,0.5247136354,0.5292351246,1.271463275,0.4715667069,0.1463771462,0.2489976436
97,Bhutan,5.011000156,0.8854163885,0.4958792925,1.340126514,0.5015376806,0.1733803898,0.4740545452
98,Kyrgyzstan,5.004000187,0.5962200761,0.5534577966,1.394238591,0.4549433887,0.039439179,0.4285803735
99,Nepal,4.961999893,0.4798201919,0.5041307807,1.179283261,0.4403059483,0.07297554612,0.3940961659
100,Mongolia,4.954999924,1.027235866,0.5577834845,1.493011236,0.3941439688,0.03290228918,0.3384642303
101,South Africa,4.828999996,1.054698706,0.1870800704,1.384788632,0.4792467356,0.0725094974,0.1393623799
102,Tunisia,4.804999828,1.007265806,0.613212049,0.8683514595,0.2896806896,0.08672314882,0.0496933572
103,Palestinian Territories,4.775000095,0.7162492275,0.5656669736,1.155647159,0.2547110617,0.08928260207,0.1141731739
104,Egypt,4.735000134,0.9897018075,0.5201872587,0.9974713922,0.2821101546,0.1143813655,0.1286314428
105,Bulgaria,4.714000225,1.161459088,0.7082176805,1.434379458,0.2892317176,0.01105153095,0.1131776944
106,Sierra Leone,4.709000111,0.3684209287,0.005564753897,0.984136045,0.318697691,0.07109517604,0.2930409014
107,Cameroon,4.695000172,0.5643053651,0.1328921169,0.946018219,0.4303887486,0.05130663142,0.2362984568
108,Iran,4.691999912,1.156873107,0.6393331885,0.711551249,0.2493226081,0.0487610735,0.3872429132
109,Albania,4.644000053,0.9961927533,0.7311597466,0.8036852479,0.3814986348,0.039864216,0.2013129443
110,Bangladesh,4.607999802,0.5866829753,0.5332410336,0.7351317406,0.4783566594,0.1237178594,0.1722553521
111,Namibia,4.573999882,0.9644343257,0.3386118114,1.098470807,0.5203035474,0.09314697236,0.07713374496
112,Kenya,4.552999973,0.5604794621,0.3099883497,1.067950726,0.4527637661,0.06464131922,0.4448603094
113,Mozambique,4.550000191,0.23430565,0.1066544354,0.870701015,0.4807910919,0.1794363856,0.3222281039
114,Myanmar,4.545000076,0.3671105504,0.3975225687,1.123235941,0.5144920349,0.1888162047,0.838075161
115,Senegal,4.534999847,0.4793090224,0.4093628526,1.179691911,0.3779222667,0.115460448,0.1834688932
116,Zambia,4.513999939,0.6364067793,0.2578358948,1.003187299,0.4616034925,0.07821355015,0.2495801449
117,Iraq,4.497000217,1.102710485,0.50118047,0.9786131978,0.2885555327,0.1072157547,0.199637264
118,Gabon,4.465000153,1.198210239,0.3565785885,1.155620217,0.312328577,0.0760467872,0.04378537834
119,Ethiopia,4.460000038,0.3392338455,0.3534097075,0.8646692038,0.4088427424,0.1654557139,0.3126507401
120,Sri Lanka,4.440000057,1.009850144,0.6251308322,1.259976387,0.5612132549,0.07365396619,0.4908635616
121,Armenia,4.375999928,0.9005967379,0.637524426,1.007483721,0.1983032674,0.0266744215,0.08348809183
122,India,4.315000057,0.7922212481,0.4554276168,0.7543725967,0.469987005,0.09222688526,0.2315384895
123,Mauritania,4.291999817,0.6484572887,0.2853492796,1.27203083,0.09609804302,0.1369570047,0.2018700242
124,Congo (Brazzaville),4.290999889,0.8089642525,0.2899574339,0.832044363,0.4350258708,0.0796181336,0.1208521277
125,Georgia,4.285999775,0.9506126642,0.6495469809,0.570614934,0.3094100356,0.2516666353,0.05400881544
126,Congo (Kinshasa),4.28000021,0.0921023488,0.1914070249,1.229023457,0.2359613478,0.06024135649,0.2464558333
127,Mali,4.190000057,0.4761804938,0.1693656743,1.281473398,0.3066137433,0.1049702466,0.1833541989
128,Ivory Coast,4.179999828,0.6030489206,0.04864216968,0.9047800303,0.4477061927,0.1300617754,0.2012374699
129,Cambodia,4.168000221,0.6017650962,0.4297834039,1.006238341,0.6333758235,0.06810595095,0.3859229684
130,Sudan,4.138999939,0.6595166922,0.2909208238,1.21400857,0.01499585528,0.08984751999,0.1823174506
131,Ghana,4.119999886,0.6672248244,0.2956377268,0.8736647367,0.4230262935,0.02533636987,0.2569239438
132,Ukraine,4.096000195,0.8946519494,0.5759039521,1.394537568,0.1229747757,0.02302947082,0.2700614631
133,Uganda,4.080999851,0.3814307153,0.2176326066,1.129827738,0.4431859553,0.05706971884,0.3257660568
134,Burkina Faso,4.032000065,0.3502277136,0.2158442587,1.043280005,0.324367851,0.120328106,0.2508646846
135,Niger,4.027999878,0.1619253308,0.268505007,0.9930250049,0.3636586964,0.1385729462,0.2286738455
136,Malawi,3.970000029,0.2334420383,0.3150895834,0.5125688314,0.4669146538,0.07271165401,0.2871704698
137,Chad,3.936000109,0.4380129874,0.04113471508,0.9538558722,0.1623420268,0.05358188227,0.2161138505
138,Zimbabwe,3.875,0.375846535,0.1967637539,1.083095908,0.336384207,0.09537538141,0.1891434938
139,Lesotho,3.808000088,0.5210212469,0,1.190095186,0.3906612992,0.11909464,0.1574972719
140,Angola,3.795000076,0.8584281802,0.04986866564,1.10441196,0,0.0697203353,0.09792649001
141,Afghanistan,3.79399991,0.4014772177,0.1807467788,0.5815433264,0.1061795205,0.06115783006,0.3118709326
142,Botswana,3.766000032,1.122094154,0.3417555094,1.221554995,0.5051963329,0.09858319908,0.09934844822
143,Benin,3.657000065,0.4310854077,0.2099302113,0.4352998435,0.4259627759,0.06092901528,0.2079484612
144,Madagascar,3.644000053,0.3058086932,0.3752233088,0.9130203724,0.1891967654,0.0672319755,0.2087325305
145,Haiti,3.602999926,0.3686102629,0.27732113,0.6404498219,0.03036985733,0.09987214953,0.4892037809
146,Yemen,3.592999935,0.5916834474,0.3100809157,0.935382247,0.2494637221,0.05676742271,0.1041252092
147,South Sudan,3.59100008,0.3972486258,0.1634860039,0.6013231277,0.1470624357,0.1167935133,0.2856708169
148,Liberia,3.532999992,0.119041793,0.2299181968,0.8721179366,0.3328811824,0.03894824907,0.2665498853
149,Guinea,3.506999969,0.2445499301,0.1941291392,0.7912446856,0.348587513,0.1109376177,0.2648150921
150,Togo,3.494999886,0.3054447174,0.2471055686,0.4318825305,0.3804261386,0.09566501528,0.1968961507
151,Rwanda,3.470999956,0.3687458932,0.3264248073,0.9457070231,0.581843853,0.4552200139,0.2527560294
152,Syria,3.461999893,0.7771531343,0.5005333424,0.3961026073,0.08153944463,0.1513471305,0.4936637282
153,Tanzania,3.348999977,0.5111358762,0.3645092845,1.041989803,0.3900177777,0.06603510678,0.3542563617
154,Burundi,2.904999971,0.09162256867,0.1516107917,0.6297935843,0.0599007532,0.08414794505,0.2044351846
155,Central African Republic,2.693000078,0,0.0187726859,0,0.2708420455,0.05656507611,0.2808764875
